city,timestamp,temperature,season
New York,2010-02-23,-2.8823891598373836,winter
New York,2010-02-24,-13.826755418567938,winter
New York,2010-02-25,9.688591533770158,winter
New York,2010-02-26,-2.2786497567780026,winter
New York,2010-02-27,2.073590017535805,winter
New York,2010-02-28,-4.094397503249645,winter
New York,2010-03-01,-4.274672253790486,spring
New York,2010-03-02,12.86238128827651,spring
New York,2010-03-03,4.1942651515073806,spring
New York,2010-03-04,13.845441568651722,spring
New York,2010-03-05,4.99967348957437,spring
New York,2010-03-06,18.027340290075834,spring
New York,2010-03-07,5.316227206828556,spring
New York,2010-03-08,13.233327748008104,spring
New York,2010-03-09,7.660768168675327,spring
New York,2010-03-10,13.989448744579075,spring
New York,2010-03-11,12.496097720676088,spring
New York,2010-03-12,7.86944889996829,spring
New York,2010-03-13,10.731241348047122,spring
New York,2010-03-14,4.537660594758122,spring
New York,2010-03-15,9.780932898194411,spring
New York,2010-03-16,10.327362530771646,spring
New York,2010-03-17,11.753333605414674,spring
New York,2010-03-18,6.059226558525148,spring
New York,2010-03-19,4.049115407700618,spring
New York,2010-03-20,3.1003134453124384,spring
New York,2010-03-21,10.686577814136076,spring
New York,2010-03-22,7.525965426213009,spring
New York,2010-03-23,13.368514602013358,spring
New York,2010-03-24,10.881009805491644,spring
New York,2010-03-25,12.919096876612171,spring
New York,2010-03-26,13.080299591777834,spring
New York,2010-03-27,18.425503331106086,spring
New York,2010-03-28,18.152689231114255,spring
New York,2010-03-29,13.08244780827805,spring
New York,2010-03-30,5.95281496584196,spring
New York,2010-03-31,13.824258327592961,spring
New York,2010-04-01,-5.326109086321946,spring
New York,2010-04-02,5.715230384186764,spring
New York,2010-04-03,12.204611466811613,spring
New York,2010-04-04,8.059953236760379,spring
New York,2010-04-05,11.849613599911898,spring
New York,2010-04-06,7.302354170214347,spring
New York,2010-04-07,17.76710169489541,spring
New York,2010-04-08,12.316346908462158,spring
New York,2010-04-09,10.40177577501226,spring
New York,2010-04-10,-2.0207208516726105,spring
New York,2010-04-11,14.374212477550863,spring
New York,2010-04-12,5.77388853404674,spring
New York,2010-04-13,17.591367603786757,spring
New York,2010-04-14,17.454607631171484,spring
New York,2010-04-15,3.2720884758660116,spring
New York,2010-04-16,9.421473350995626,spring
New York,2010-04-17,12.197575477754201,spring
New York,2010-04-18,9.389023832795793,spring
New York,2010-04-19,6.350685838346449,spring
New York,2010-04-20,12.839600327625293,spring
New York,2010-04-21,13.380910302677247,spring
New York,2010-04-22,7.108838554798803,spring
New York,2010-04-23,12.569173965378676,spring
New York,2010-04-24,1.0088543661387401,spring
New York,2010-04-25,7.448779930587456,spring
New York,2010-04-26,2.6161792664092545,spring
New York,2010-04-27,17.152076156684597,spring
New York,2010-04-28,6.025349330212882,spring
New York,2010-04-29,7.898948345359599,spring
New York,2010-04-30,11.428860372866938,spring
New York,2010-05-01,3.125295526789424,spring
New York,2010-05-02,8.871879419809764,spring
New York,2010-05-03,3.009715861583998,spring
New York,2010-05-04,4.377005605081061,spring
New York,2010-05-05,18.38625092523747,spring
New York,2010-05-06,8.591944481576112,spring
New York,2010-05-07,11.28453764868907,spring
New York,2010-05-08,7.022288671803576,spring
New York,2010-05-09,10.108798952374842,spring
New York,2010-05-10,5.003985828493261,spring
New York,2010-05-11,10.18442612797182,spring
New York,2010-05-12,15.134865537885297,spring
New York,2010-05-13,14.088370557426648,spring
New York,2010-05-14,12.422482964025024,spring
New York,2010-05-15,17.69811428454144,spring
New York,2010-05-16,8.764223788393329,spring
New York,2010-05-17,6.090759799435055,spring
New York,2010-05-18,13.323641221707494,spring
New York,2010-05-19,5.6948036474915416,spring
New York,2010-05-20,17.511287578447075,spring
New York,2010-05-21,4.995010744384945,spring
New York,2010-05-22,12.2353518419077,spring
New York,2010-05-23,3.260794020303768,spring
New York,2010-05-24,9.727186888118396,spring
New York,2010-05-25,12.832295463528377,spring
New York,2010-05-26,5.280975829838617,spring
New York,2010-05-27,12.130951110637366,spring
New York,2010-05-28,20.709842953429973,spring
New York,2010-05-29,7.60964892690602,spring
New York,2010-05-30,8.914498331331783,spring
New York,2010-05-31,13.786746220867707,spring
New York,2010-06-01,23.623939607661633,summer
New York,2010-06-02,29.383830051695554,summer
New York,2010-06-03,26.697348235617305,summer
New York,2010-06-04,28.23248848598688,summer
New York,2010-06-05,26.579893330050115,summer
New York,2010-06-06,23.958997132807795,summer
New York,2010-06-07,27.770515270707676,summer
New York,2010-06-08,34.51519548677314,summer
New York,2010-06-09,32.81185541094527,summer
New York,2010-06-10,29.618317678090236,summer
New York,2010-06-11,26.039257849377194,summer
New York,2010-06-12,24.76344213665994,summer
New York,2010-06-13,29.079230259896498,summer
New York,2010-06-14,35.06129884045624,summer
New York,2010-06-15,31.500449610805223,summer
New York,2010-06-16,23.598367594490774,summer
New York,2010-06-17,21.53183010483913,summer
New York,2010-06-18,27.126208939047608,summer
New York,2010-06-19,22.255615060205596,summer
New York,2010-06-20,19.354968915912586,summer
New York,2010-06-21,20.367454286949695,summer
New York,2010-06-22,23.71725048509309,summer
New York,2010-06-23,23.610127681824306,summer
New York,2010-06-24,31.78798779776585,summer
New York,2010-06-25,25.380670751956856,summer
New York,2010-06-26,30.155662347598305,summer
New York,2010-06-27,20.0514222375282,summer
New York,2010-06-28,24.89638666368339,summer
New York,2010-06-29,32.72133485346208,summer
New York,2010-06-30,29.16277346398771,summer
New York,2010-07-01,30.9907195723897,summer
New York,2010-07-02,26.06193078706748,summer
New York,2010-07-03,16.03403285333574,summer
New York,2010-07-04,30.741362372178468,summer
New York,2010-07-05,17.687395802622696,summer
New York,2010-07-06,28.448593481898577,summer
New York,2010-07-07,18.610906667952477,summer
New York,2010-07-08,29.707464781806884,summer
New York,2010-07-09,23.82079103620431,summer
New York,2010-07-10,26.008669505468866,summer
New York,2010-07-11,29.356941613233243,summer
New York,2010-07-12,23.471162693028283,summer
New York,2010-07-13,28.522306029737006,summer
New York,2010-07-14,26.844480784387287,summer
New York,2010-07-15,31.783821272035492,summer
New York,2010-07-16,22.608976793519815,summer
New York,2010-07-17,28.33138272642205,summer
New York,2010-07-18,25.24822972180618,summer
New York,2010-07-19,30.912707803128846,summer
New York,2010-07-20,34.63758368053422,summer
New York,2010-07-21,19.98694951693595,summer
New York,2010-07-22,23.530487047784973,summer
New York,2010-07-23,29.22685159770684,summer
New York,2010-07-24,30.383892023748118,summer
New York,2010-07-25,21.4669548635652,summer
New York,2010-07-26,30.33184026839691,summer
New York,2010-07-27,28.51466184665274,summer
New York,2010-07-28,27.8232979901353,summer
New York,2010-07-29,24.680433521438882,summer
New York,2010-07-30,30.9946808377926,summer
New York,2010-07-31,31.14096075930238,summer
New York,2010-08-01,15.87286889216368,summer
New York,2010-08-02,19.386199315449865,summer
New York,2010-08-03,20.89146401686498,summer
New York,2010-08-04,24.896701879942082,summer
New York,2010-08-05,31.085435754045875,summer
New York,2010-08-06,25.993319475724032,summer
New York,2010-08-07,25.352562657685944,summer
New York,2010-08-08,25.364957371996642,summer
New York,2010-08-09,21.568815667951945,summer
New York,2010-08-10,20.43392910613053,summer
New York,2010-08-11,20.21477241002799,summer
New York,2010-08-12,31.384879656205353,summer
New York,2010-08-13,24.89778747181067,summer
New York,2010-08-14,26.15557976385184,summer
New York,2010-08-15,19.932877318875967,summer
New York,2010-08-16,30.548714567233628,summer
New York,2010-08-17,27.973725280981196,summer
New York,2010-08-18,23.029394469987523,summer
New York,2010-08-19,16.995014263019627,summer
New York,2010-08-20,23.773873929245298,summer
New York,2010-08-21,29.072448921346155,summer
New York,2010-08-22,26.518594993305754,summer
New York,2010-08-23,26.8879083499985,summer
New York,2010-08-24,21.40664608998098,summer
New York,2010-08-25,26.97609745261699,summer
New York,2010-08-26,15.290231487306041,summer
New York,2010-08-27,17.612639677618752,summer
New York,2010-08-28,24.77479799208052,summer
New York,2010-08-29,27.159404103956984,summer
New York,2010-08-30,19.524837326302794,summer
New York,2010-08-31,19.04762088647057,summer
New York,2010-09-01,16.658745940568625,autumn
New York,2010-09-02,15.732892548470778,autumn
New York,2010-09-03,25.59701671854654,autumn
New York,2010-09-04,19.32264643586225,autumn
New York,2010-09-05,24.499963527926724,autumn
New York,2010-09-06,18.792794100698217,autumn
New York,2010-09-07,23.9003852773955,autumn
New York,2010-09-08,12.462630133414242,autumn
New York,2010-09-09,15.35164737589101,autumn
New York,2010-09-10,14.58245082911961,autumn
New York,2010-09-11,6.5619103869577735,autumn
New York,2010-09-12,14.109081366051525,autumn
New York,2010-09-13,4.767262452993252,autumn
New York,2010-09-14,12.682102876378352,autumn
New York,2010-09-15,13.587592755235633,autumn
New York,2010-09-16,11.078804802870344,autumn
New York,2010-09-17,15.251897787093528,autumn
New York,2010-09-18,18.639731200660254,autumn
New York,2010-09-19,19.868046799277142,autumn
New York,2010-09-20,13.317403099744825,autumn
New York,2010-09-21,19.05863928809402,autumn
New York,2010-09-22,11.339063276138589,autumn
New York,2010-09-23,4.034420678989649,autumn
New York,2010-09-24,23.00282323437623,autumn
New York,2010-09-25,11.406506663181249,autumn
New York,2010-09-26,5.480931314229288,autumn
New York,2010-09-27,11.084299170022597,autumn
New York,2010-09-28,17.38846945489765,autumn
New York,2010-09-29,11.635368384471304,autumn
New York,2010-09-30,15.770596716222316,autumn
New York,2010-10-01,6.949160554250888,autumn
New York,2010-10-02,18.632811885342022,autumn
New York,2010-10-03,20.041935490231797,autumn
New York,2010-10-04,4.576783623712837,autumn
New York,2010-10-05,24.32949265307216,autumn
New York,2010-10-06,17.978104925173078,autumn
New York,2010-10-07,16.95380515320887,autumn
New York,2010-10-08,9.490904828128775,autumn
New York,2010-10-09,15.545092502334471,autumn
New York,2010-10-10,15.874780158504127,autumn
New York,2010-10-11,11.60250770553327,autumn
New York,2010-10-12,14.937256336731505,autumn
New York,2010-10-13,15.45686800315727,autumn
New York,2010-10-14,13.118522335416184,autumn
New York,2010-10-15,7.792971737625481,autumn
New York,2010-10-16,16.123605056335336,autumn
New York,2010-10-17,11.849350039066836,autumn
New York,2010-10-18,7.309906082655423,autumn
New York,2010-10-19,12.733487988607514,autumn
New York,2010-10-20,10.847740532366519,autumn
New York,2010-10-21,16.74864685666418,autumn
New York,2010-10-22,23.83227174737322,autumn
New York,2010-10-23,2.749804905880879,autumn
New York,2010-10-24,23.5715949554716,autumn
New York,2010-10-25,16.84297894490065,autumn
New York,2010-10-26,19.36348888071821,autumn
New York,2010-10-27,16.924855780487974,autumn
New York,2010-10-28,13.055238507751865,autumn
New York,2010-10-29,17.276375877051603,autumn
New York,2010-10-30,11.028492153576668,autumn
New York,2010-10-31,12.179979930415426,autumn
New York,2010-11-01,16.751301026382766,autumn
New York,2010-11-02,8.574346750636353,autumn
New York,2010-11-03,10.831285917571517,autumn
New York,2010-11-04,16.54452730074094,autumn
New York,2010-11-05,6.692037741034104,autumn
New York,2010-11-06,14.16365347452854,autumn
New York,2010-11-07,14.790767127848678,autumn
New York,2010-11-08,11.186934291030752,autumn
New York,2010-11-09,5.133006893768121,autumn
New York,2010-11-10,10.655063732371403,autumn
New York,2010-11-11,21.348731235596667,autumn
New York,2010-11-12,8.505819835233591,autumn
New York,2010-11-13,18.879911240938995,autumn
New York,2010-11-14,22.60842349066269,autumn
New York,2010-11-15,13.969863375648572,autumn
New York,2010-11-16,21.173955628135914,autumn
New York,2010-11-17,12.059491093148623,autumn
New York,2010-11-18,10.243609640427497,autumn
New York,2010-11-19,9.853132569901256,autumn
New York,2010-11-20,16.80360536861677,autumn
New York,2010-11-21,-0.05474230540904834,autumn
New York,2010-11-22,8.50297813340235,autumn
New York,2010-11-23,17.433628265095393,autumn
New York,2010-11-24,20.095869034553075,autumn
New York,2010-11-25,18.5437320064685,autumn
New York,2010-11-26,13.123279343455447,autumn
New York,2010-11-27,13.25509316827422,autumn
New York,2010-11-28,13.013813457813955,autumn
New York,2010-11-29,23.672074931433556,autumn
New York,2010-11-30,21.414481154043283,autumn
New York,2010-12-01,2.323366031406388,winter
New York,2010-12-02,4.10104633614933,winter
New York,2010-12-03,-6.9102470951831965,winter
New York,2010-12-04,-3.706139005752897,winter
New York,2010-12-05,0.06082561592188403,winter
New York,2010-12-06,-5.178332608553058,winter
New York,2010-12-07,-1.7107269715385245,winter
New York,2010-12-08,5.957673066435615,winter
New York,2010-12-09,-1.78268901522713,winter
New York,2010-12-10,0.9471539334614398,winter
New York,2010-12-11,-0.586237803947316,winter
New York,2010-12-12,3.922282751828013,winter
New York,2010-12-13,-1.4266198251695172,winter
New York,2010-12-14,1.6328850959819918,winter
New York,2010-12-15,3.146029953772657,winter
New York,2010-12-16,-9.227930442464414,winter
New York,2010-12-17,4.328923765201795,winter
New York,2010-12-18,-4.3715432061379484,winter
New York,2010-12-19,-7.489371031571203,winter
New York,2010-12-20,-2.3415159668638035,winter
New York,2010-12-21,4.360996964876213,winter
New York,2010-12-22,-2.1406535103755036,winter
New York,2010-12-23,-6.31953966294005,winter
New York,2010-12-24,-2.909310597754086,winter
New York,2010-12-25,0.38263084192177854,winter
New York,2010-12-26,-7.82330408174664,winter
New York,2010-12-27,1.1967056366653837,winter
New York,2010-12-28,-8.042855718546175,winter
New York,2010-12-29,8.536751959142023,winter
New York,2010-12-30,-2.050986845613601,winter
New York,2010-12-31,1.2159927547124592,winter
New York,2011-01-01,5.187127199570777,winter
New York,2011-01-02,8.227390316195162,winter
New York,2011-01-03,-3.7208745190535075,winter
New York,2011-01-04,-10.087832353604895,winter
New York,2011-01-05,1.2777632679763449,winter
New York,2011-01-06,0.3416227141077659,winter
New York,2011-01-07,1.3375273783987884,winter
New York,2011-01-08,1.1786657259858038,winter
New York,2011-01-09,0.5049097059320553,winter
New York,2011-01-10,-7.065729720357249,winter
New York,2011-01-11,-3.416816838033548,winter
New York,2011-01-12,-1.8203243442054924,winter
New York,2011-01-13,0.5946458869249359,winter
New York,2011-01-14,-0.5280324296365927,winter
New York,2011-01-15,-16.422720584194515,winter
New York,2011-01-16,3.268713913764456,winter
New York,2011-01-17,-0.8047897122424115,winter
New York,2011-01-18,0.7097649374289379,winter
New York,2011-01-19,3.1843304565500405,winter
New York,2011-01-20,-3.112365446526328,winter
New York,2011-01-21,3.960285233520401,winter
New York,2011-01-22,3.910628184422507,winter
New York,2011-01-23,-3.367038992161926,winter
New York,2011-01-24,0.1364231127071072,winter
New York,2011-01-25,-1.2011985808047323,winter
New York,2011-01-26,5.035661061055032,winter
New York,2011-01-27,2.5020897219138263,winter
New York,2011-01-28,1.218409250695536,winter
New York,2011-01-29,-9.445592645116475,winter
New York,2011-01-30,18.404024515489333,winter
New York,2011-01-31,6.472122791793575,winter
New York,2011-02-01,-6.218253068869358,winter
New York,2011-02-02,-1.523633694684288,winter
New York,2011-02-03,-5.625751822789605,winter
New York,2011-02-04,1.8449841639540177,winter
New York,2011-02-05,-3.0194455789878583,winter
New York,2011-02-06,2.6284284271788776,winter
New York,2011-02-07,-0.006178056619839013,winter
New York,2011-02-08,-5.579313445463052,winter
New York,2011-02-09,-4.190674582397775,winter
New York,2011-02-10,-0.3296494724177649,winter
New York,2011-02-11,0.7507339355992194,winter
New York,2011-02-12,-1.4928004001517248,winter
New York,2011-02-13,-3.506137596403389,winter
New York,2011-02-14,-6.372862211785108,winter
New York,2011-02-15,-5.4592146326084015,winter
New York,2011-02-16,-1.6815077376692988,winter
New York,2011-02-17,2.19841250149788,winter
New York,2011-02-18,-5.660672489343742,winter
New York,2011-02-19,4.142952521305443,winter
New York,2011-02-20,0.1723073050619654,winter
New York,2011-02-21,-0.22821178453453506,winter
New York,2011-02-22,1.5580054822995681,winter
New York,2011-02-23,1.0352362855324089,winter
New York,2011-02-24,-7.941708833516639,winter
New York,2011-02-25,1.752167983365696,winter
New York,2011-02-26,2.4159922380044647,winter
New York,2011-02-27,-3.7317337695781276,winter
New York,2011-02-28,0.03514307709866485,winter
New York,2011-03-01,6.394563454319826,spring
New York,2011-03-02,4.133003208081743,spring
New York,2011-03-03,7.80775452450373,spring
New York,2011-03-04,5.851163820753838,spring
New York,2011-03-05,6.944354971860376,spring
New York,2011-03-06,13.208803521731989,spring
New York,2011-03-07,10.886507476264546,spring
New York,2011-03-08,14.709040594293917,spring
New York,2011-03-09,11.262521152588803,spring
New York,2011-03-10,16.898648393151856,spring
New York,2011-03-11,16.229858732137803,spring
New York,2011-03-12,16.728448608191115,spring
New York,2011-03-13,10.389499435365535,spring
New York,2011-03-14,6.156554731792633,spring
New York,2011-03-15,11.842096208767964,spring
New York,2011-03-16,7.836810677793386,spring
New York,2011-03-17,9.222186994918932,spring
New York,2011-03-18,14.42335136080241,spring
New York,2011-03-19,10.9819821009823,spring
New York,2011-03-20,10.220708327879219,spring
New York,2011-03-21,14.150785313432536,spring
New York,2011-03-22,13.80064051669914,spring
New York,2011-03-23,7.364088905024102,spring
New York,2011-03-24,11.649732483517187,spring
New York,2011-03-25,4.48028223165578,spring
New York,2011-03-26,13.074565669481943,spring
New York,2011-03-27,9.527285554630458,spring
New York,2011-03-28,17.319181862733863,spring
New York,2011-03-29,10.896156503515616,spring
New York,2011-03-30,11.099918085200493,spring
New York,2011-03-31,7.813488645051999,spring
New York,2011-04-01,10.761430690163245,spring
New York,2011-04-02,9.102949383380329,spring
New York,2011-04-03,2.6380000990026966,spring
New York,2011-04-04,5.119954019479559,spring
New York,2011-04-05,1.584553241826093,spring
New York,2011-04-06,16.85055810811294,spring
New York,2011-04-07,7.303557740046275,spring
New York,2011-04-08,15.41301342739719,spring
New York,2011-04-09,10.365917989983183,spring
New York,2011-04-10,10.595250777881937,spring
New York,2011-04-11,9.564099087259898,spring
New York,2011-04-12,12.152014800389818,spring
New York,2011-04-13,9.291000934349798,spring
New York,2011-04-14,9.558363467654143,spring
New York,2011-04-15,7.795954263830846,spring
New York,2011-04-16,14.05359823747549,spring
New York,2011-04-17,16.210665357687475,spring
New York,2011-04-18,2.511230259658946,spring
New York,2011-04-19,10.036935206697358,spring
New York,2011-04-20,11.214986966433592,spring
New York,2011-04-21,10.738324169063745,spring
New York,2011-04-22,11.792088423635096,spring
New York,2011-04-23,13.84357917602423,spring
New York,2011-04-24,5.176552249960755,spring
New York,2011-04-25,8.1931706979764,spring
New York,2011-04-26,13.798192379075877,spring
New York,2011-04-27,6.818591228674057,spring
New York,2011-04-28,17.455245713022585,spring
New York,2011-04-29,16.801642572625955,spring
New York,2011-04-30,4.327288122198015,spring
New York,2011-05-01,14.190283593938648,spring
New York,2011-05-02,9.945364864419366,spring
New York,2011-05-03,7.311828569909564,spring
New York,2011-05-04,10.372258006871595,spring
New York,2011-05-05,7.425887193574474,spring
New York,2011-05-06,10.085711895579028,spring
New York,2011-05-07,16.273852188933844,spring
New York,2011-05-08,0.8078976191723513,spring
New York,2011-05-09,11.440763365114503,spring
New York,2011-05-10,16.553779781202284,spring
New York,2011-05-11,2.9463615656246143,spring
New York,2011-05-12,10.461718237795935,spring
New York,2011-05-13,13.605195555696788,spring
New York,2011-05-14,16.788490434906308,spring
New York,2011-05-15,13.731429247779316,spring
New York,2011-05-16,10.114529643687623,spring
New York,2011-05-17,12.974165925129798,spring
New York,2011-05-18,9.915890425107298,spring
New York,2011-05-19,1.0731211928135824,spring
New York,2011-05-20,17.776874866629193,spring
New York,2011-05-21,10.043184542203939,spring
New York,2011-05-22,13.654187319421112,spring
New York,2011-05-23,8.513510566983852,spring
New York,2011-05-24,4.010505038533514,spring
New York,2011-05-25,13.570316253943664,spring
New York,2011-05-26,8.287387858125332,spring
New York,2011-05-27,2.5171400258452135,spring
New York,2011-05-28,9.71401316972032,spring
New York,2011-05-29,2.1632963937375074,spring
New York,2011-05-30,11.875540986387012,spring
New York,2011-05-31,8.98804393647327,spring
New York,2011-06-01,29.15315428099437,summer
New York,2011-06-02,33.472367153801045,summer
New York,2011-06-03,22.5963875359112,summer
New York,2011-06-04,37.405380059239334,summer
New York,2011-06-05,30.441640166614327,summer
New York,2011-06-06,21.77750157297587,summer
New York,2011-06-07,23.982517939375832,summer
New York,2011-06-08,24.197234563863937,summer
New York,2011-06-09,14.529414160561299,summer
New York,2011-06-10,29.352914763465158,summer
New York,2011-06-11,21.960360170057694,summer
New York,2011-06-12,27.092076395712088,summer
New York,2011-06-13,34.978149347366816,summer
New York,2011-06-14,22.258173530272785,summer
New York,2011-06-15,23.668694090408028,summer
New York,2011-06-16,23.708435196144105,summer
New York,2011-06-17,21.957686559870623,summer
New York,2011-06-18,30.9498407063031,summer
New York,2011-06-19,30.81734164576274,summer
New York,2011-06-20,17.200024690030254,summer
New York,2011-06-21,24.68155305125036,summer
New York,2011-06-22,15.947646431451851,summer
New York,2011-06-23,25.79513866975658,summer
New York,2011-06-24,21.514297550490163,summer
New York,2011-06-25,17.52646521816797,summer
New York,2011-06-26,28.758666224037302,summer
New York,2011-06-27,30.39317152860785,summer
New York,2011-06-28,30.735119188047463,summer
New York,2011-06-29,29.58944235525345,summer
New York,2011-06-30,23.06226125939841,summer
New York,2011-07-01,22.524053781812807,summer
New York,2011-07-02,21.615642031226837,summer
New York,2011-07-03,30.8834096657587,summer
New York,2011-07-04,21.926681515351188,summer
New York,2011-07-05,15.190441881888342,summer
New York,2011-07-06,25.825120672125628,summer
New York,2011-07-07,35.82950851206155,summer
New York,2011-07-08,31.119361612598414,summer
New York,2011-07-09,24.926589857936925,summer
New York,2011-07-10,30.149078504903265,summer
New York,2011-07-11,25.92002343392296,summer
New York,2011-07-12,25.769129847382086,summer
New York,2011-07-13,30.897237215055462,summer
New York,2011-07-14,19.82081844033837,summer
New York,2011-07-15,22.689651698375155,summer
New York,2011-07-16,17.584580750714203,summer
New York,2011-07-17,22.061837496819518,summer
New York,2011-07-18,19.963122697998816,summer
New York,2011-07-19,22.059081659863647,summer
New York,2011-07-20,25.880394330616756,summer
New York,2011-07-21,32.06070259240044,summer
New York,2011-07-22,24.942728870071285,summer
New York,2011-07-23,17.16593335804869,summer
New York,2011-07-24,25.348795456988583,summer
New York,2011-07-25,21.094087310216864,summer
New York,2011-07-26,29.787979318750466,summer
New York,2011-07-27,13.06343935784403,summer
New York,2011-07-28,24.112912331032913,summer
New York,2011-07-29,28.497876466788618,summer
New York,2011-07-30,30.461933982141787,summer
New York,2011-07-31,22.635018380363437,summer
New York,2011-08-01,25.96997188243593,summer
New York,2011-08-02,18.44264821728739,summer
New York,2011-08-03,30.384907192879965,summer
New York,2011-08-04,17.240357557923975,summer
New York,2011-08-05,28.654392921588357,summer
New York,2011-08-06,23.78686467867254,summer
New York,2011-08-07,23.43861991037256,summer
New York,2011-08-08,18.720418134157963,summer
New York,2011-08-09,12.61343398925587,summer
New York,2011-08-10,33.011894902630374,summer
New York,2011-08-11,25.91916667511059,summer
New York,2011-08-12,28.734242208633624,summer
New York,2011-08-13,31.921441058582616,summer
New York,2011-08-14,30.98194369783053,summer
New York,2011-08-15,24.965466321489718,summer
New York,2011-08-16,26.66618332877494,summer
New York,2011-08-17,21.12732115710719,summer
New York,2011-08-18,28.48951576228166,summer
New York,2011-08-19,33.552830858295444,summer
New York,2011-08-20,28.294075498381698,summer
New York,2011-08-21,14.591258676817713,summer
New York,2011-08-22,20.35463635551554,summer
New York,2011-08-23,25.193713308806373,summer
New York,2011-08-24,23.146062654460483,summer
New York,2011-08-25,21.307744506742928,summer
New York,2011-08-26,21.765514813350627,summer
New York,2011-08-27,21.594787524612396,summer
New York,2011-08-28,33.02534223287265,summer
New York,2011-08-29,24.427050879248423,summer
New York,2011-08-30,28.354986243706303,summer
New York,2011-08-31,29.08390842230095,summer
New York,2011-09-01,9.751072242424568,autumn
New York,2011-09-02,10.67768407551223,autumn
New York,2011-09-03,14.264506604585257,autumn
New York,2011-09-04,6.526204253605528,autumn
New York,2011-09-05,24.761255726630857,autumn
New York,2011-09-06,18.255792307100894,autumn
New York,2011-09-07,8.171870543242024,autumn
New York,2011-09-08,18.000240126848734,autumn
New York,2011-09-09,14.258278858304115,autumn
New York,2011-09-10,20.167718652337275,autumn
New York,2011-09-11,12.423362268529573,autumn
New York,2011-09-12,29.576749884769008,autumn
New York,2011-09-13,8.715675995699515,autumn
New York,2011-09-14,12.025384685854716,autumn
New York,2011-09-15,14.35695517780493,autumn
New York,2011-09-16,3.8573874269158424,autumn
New York,2011-09-17,7.398742069192021,autumn
New York,2011-09-18,25.474714905050355,autumn
New York,2011-09-19,10.810836327612147,autumn
New York,2011-09-20,20.031028625476353,autumn
New York,2011-09-21,13.764209247137924,autumn
New York,2011-09-22,13.09394835607022,autumn
New York,2011-09-23,10.931442947276242,autumn
New York,2011-09-24,11.20326865870206,autumn
New York,2011-09-25,18.592524121412254,autumn
New York,2011-09-26,12.365283085098236,autumn
New York,2011-09-27,16.96178014888984,autumn
New York,2011-09-28,10.041472958983439,autumn
New York,2011-09-29,8.966128720297348,autumn
New York,2011-09-30,10.5390456036546,autumn
New York,2011-10-01,19.557959170626866,autumn
New York,2011-10-02,17.795015004906812,autumn
New York,2011-10-03,15.800092592589825,autumn
New York,2011-10-04,12.811230085752022,autumn
New York,2011-10-05,12.61471112976505,autumn
New York,2011-10-06,16.620312833867583,autumn
New York,2011-10-07,16.97778187286721,autumn
New York,2011-10-08,5.554513559691895,autumn
New York,2011-10-09,13.542776599587127,autumn
New York,2011-10-10,4.96440999225786,autumn
New York,2011-10-11,24.15365695319494,autumn
New York,2011-10-12,18.350015892930152,autumn
